day,start,end,start_time,end_time,room,cleared_prior,cleared_after,title,description
4,11:30 AM,12:50 PM,1130,1250,404-AB,N,N,Finding Your Path & Breaking In,"Art director at Marvel Studios Chase Conley (X-Men '97, Sonic 2), writer Angela M. Sanchez (Disney PRIMOS), actress Leilani Shiu (Obi-Wan Kenobi), and voice actor Arthur Romeo (Yashahime) discuss how they broke into entertainment. Moderated by writer Amy Linsamouth (Jackie and the Magical Guys). ***This room will NOT be cleared prior to this panel. This room will NOT be cleared after this panel.***"
4,11:30 AM,12:20 PM,1130,1220,409-AB,N,N,The Fighting Games Trivia Showdown,"Put your knowledge of fighting games to the test in this Jeopardy-Style workshop. Topics will range from popular franchises like Street Fighter, Tekken, Mortal Kombat, Guilty Gear, Skullgirls, Smash Bros, and many more! Hosted by Aaron David Harris, award-winning filmmaker and game designer. ***This room will NOT be cleared prior to this panel. This room will NOT be cleared after this panel.***"
4,11:45 AM,12:45 PM,1145,1245,515-A,?,?,Butler Cafe,"Treat yourself to Anime Expo’s Butler Café! Guests are invited to enjoy musical performances, dances, and much more! The AX Butler Café will make you feel refreshed in this one-of-a-kind interactive experience."
4,12:00 PM,1:20 PM,1200,1320,406-AB,?,?,Japanese Drumming With Senryu Taiko,"Have you ever wanted to try out Taiko? Well, look no further than Senryu Taiko's ""Matsuri"" workshop! Attendees will be learning a joyful song that captures the feeling of a festival. Look out for performances exclusive to this workshop! Senryu Taiko is a traditional Japanese drumming group formed at the University of California, Riverside in 1998."
4,12:00 PM,1:20 PM,1200,1320,408-AB,N,N,What's it like to work at a game company like CyberConnect2?,"We will give a talk about the ins and outs of working at the CyberConnect2 studios in Japan, and the benefits and charms that come with it! We will also discuss our newest title, Fuga: Melodies of Steel 2. The panel will be followed by a Q&A session. ***This room will NOT be cleared prior to this panel. This room will NOT be cleared after this panel.***"
4,12:00 PM,12:50 PM,1200,1250,411,N,N,In Another World: An Isekai Genre Discussion Panel,"Join J-Novel Club as we do a deep dive into the wide and wacky world of isekai! As a best-selling genre, we'll talk about some of the first iterations, talk some isekai trivia, and also find out if the audience has the skills to survive being isekai'd by a truck themselves! ***This room will NOT be cleared prior to this panel. This room will NOT be cleared after this panel.***"
4,12:30 PM,1:20 PM,1230,1320,petree-hall,N,?,Learn How to Sword Fight like ANIME!,"Actors from Japan Toru Uchikado and Kaz Kobayashi will teach how to sword fight on camera, specifically with a Japanese sword ""Katana"". Some attendees will be picked to demonstrate on stage and filmed professionally and we will watch the results on the screen at the end! ***This room will NOT be cleared prior to this panel.***"
4,12:30 PM,1:20 PM,1230,1320,511,N,N,Step into DEE Ring with Digital Era Entertainment!,"Join Digital Era Entertainment founder Mario Bueno (AX Idol 2010 Singing Winner, former Host for Frederator Networks' ""The Leaderboard"" and Lead Announcer for ""Kaiju Big Battel"") for updates about the upcoming pro wrestling-themed visual novel project ""Kokoro no Pro"" and a celebration of DEE's 20 years of indie content creation! ***This room will NOT be cleared prior to this panel. This room will NOT be cleared after this panel.***"
4,1:00 PM,1:50 PM,1300,1350,402-AB,N,N,LGBTQ+ Themes in Sailor Moon,"Fighting evil by moonlight, winning love by daylight…let’s talk about love in all its LGBTQ+ glory as represented in Sailor Moon! From the text to subtext to the localized dubs of the ‘90s, come join in the discussion of how Sailor Moon has influenced – and been influenced by – the LGBTQ+ community! ***This room will NOT be cleared prior to this panel. This room will NOT be cleared after this panel.***"
4,1:00 PM,2:20 PM,1300,1420,409-AB,N,?,The Entire Lore of Kingdom Hearts,"Have you ever heard of a game called Kingdom Hearts, whether it was from a friend or just curiosity? Still confused after your friend dumped the lore on you? Well, rather than watch like 20 hours worth of recaps or listen to them rant again, listen to us as we give the shortest explanation possible! ***This room will NOT be cleared prior to this panel.***"
4,1:30 PM,2:20 PM,1330,1420,404-AB,N,N,"Outlandish Swipe to Pipe, Anime Tinder",We will be creating anime tinder profiles of characters for the audience to try and guess. ***This room will NOT be cleared prior to this panel. This room will NOT be cleared after this panel.***
4,1:30 PM,3:05 PM,1330,1505,411,N,?,TOKYO POP - An '80s gem newly restored in 4K,Fran Rubel Kuzui's (Buffy the Vampire Slayer) love letter to the vibrant underground Tokyo rock scene of the '80s with cameos by metal band X Japan and original songs by Red Warriors and Kotogawa Rin. Starring Carrie Hamilton (Fame) and Japanese rock star Diamond Yukai. ***This room will NOT be cleared prior to this panel.***
4,1:30 PM,2:30 PM,1330,1430,515-B,?,?,Maid Cafe,"Escape from reality and step into a world full of moe. Inspired by the maid cafes of Akihabara, Anime Expo’s Maid Café has been one of our most popular events. Our cute and courteous maids are ready to entertain you, whether they break out in song and dance or settle in with your table to play a game. Enjoy a drink and an interactive show, and don’t forget to thank the maids on your way out!"
4,1:30 PM,4:00 PM,1330,1600,community-stage,?,?,Charity Auction,"Turn your love of anime into support for charitable causes. Anime Expo works with our special guests from the industry to provide one-of-a-kind items for the annual Charity Auction. By bidding on original sketches, autographed scripts, limited edition swag, and other signed items, you can do your part to support our charity recipient Kizuna. This event does not require a ticket to participate. Click the ticket icon to donate."
4,1:45 PM,3:50 PM,1345,1550,403-AB,N,?,Crunchyroll Presents: New Simulcast Premieres Round 5,"Don't miss your chance to be the first to catch the newest anime premieres from Japan, all in one place! Featuring early screenings with never-before-seen content, you won't want to miss this! Each premiere session features unique and exclusive content, so go and watch them all! ***This room will NOT be cleared prior to this panel.***"
4,2:00 PM,3:20 PM,1400,1520,408-AB,N,?,LoveLove: powered by TOKYOPOP,"LoveLove has been bringing the best in romance manga to fans since 2020. Come join us to find out what's new, what's coming soon, and give us your title suggestions! ***This room will NOT be cleared prior to this panel.***"
4,2:00 PM,3:20 PM,1400,1520,511,N,?,Records of Anime: Collecting Anime Vinyl,"The hottest way to listen to anime music is on…records? Come and learn why you should be listening to anime music on vinyl, how to start collecting anime music on vinyl, what’s available, where to buy and upcoming releases. Besides exclusive discounts provided by Light in the Attic and VeryOkVinyl, Black Screen Records. You might even get a chance to win a vinyl prize sponsored by Rightstuf Anime, Materia Collective, Milan Records, Microids Records, BSR, and All the Anime!
***This room will NOT be cleared prior to this panel.***"
4,2:15 PM,3:15 PM,1415,1515,515-A,?,?,Butler Cafe,"Treat yourself to Anime Expo’s Butler Café! Guests are invited to enjoy musical performances, dances, and much more! The AX Butler Café will make you feel refreshed in this one-of-a-kind interactive experience."
4,3:00 PM,3:45 PM,1500,1545,402-AB,N,?,Anime Expo Feedback Panel,"Anime Expo has come and gone once again. Let us know what you loved, what you want to see more of, and what we can improve on for next year. A team of SPJA staff who worked tirelessly behind the scenes to bring you this year's event will be there to listen. Thank you for your continued support! ***This room will NOT be cleared prior to this panel.***"
4,3:00 PM,3:50 PM,1500,1550,404-AB,N,?,Anime in Latin America 101,How did anime become such a force in Latin America? How are Latino audiences driving success across genres and titles? Join Latino professionals from across the industry for a deep dive into Latin America's history with anime and the broader relationship between Latinos and the medium. ***This room will NOT be cleared prior to this panel.***
4,4:00 PM,5:00 PM,1600,1700,main-events,Y,?,Closing Ceremony,"As Anime Expo 2023 concludes, the closing ceremony will give AX attendees the chance to reflect and wrap up their experiences with various performances and closing traditions. ***This room will be cleared prior to this panel.***"
